old_tag,old_tag_object_sha,old_commit_sha,date,commit_subject,docs_only,proposed_corrected_tag,rationale
checkpoint-m139,03a85b2070f7335d69fa415aa18f9a17bce5a1f2,03a85b2070f7335d69fa415aa18f9a17bce5a1f2,2026-06-16T12:14:20-07:00,M139: implement autonomy abuse loop detection,no,checkpoint-m139,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m140,9503485fe7b9b6678276d137d22cbc5b4e759037,9503485fe7b9b6678276d137d22cbc5b4e759037,2026-06-16T12:39:43-07:00,M140: implement higher autonomy red-team freeze,no,checkpoint-m140,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m141,f6028e1c35048da03560792f42c331dce0d62695,f6028e1c35048da03560792f42c331dce0d62695,2026-06-16T13:15:48-07:00,M141: implement multi-user product boundary,no,checkpoint-m141,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m142,9d384c777f74322efa43e9fa7e5b6870eeae2d1a,9d384c777f74322efa43e9fa7e5b6870eeae2d1a,2026-06-16T13:38:29-07:00,M142: implement alpha privacy review,no,checkpoint-m142,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m143,c7583a0fb86ac17776a80fa5a8da9597e7db7d76,c7583a0fb86ac17776a80fa5a8da9597e7db7d76,2026-06-16T14:00:44-07:00,M143: implement alpha UI app readiness,no,checkpoint-m143,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m144,7b225f798eaa83b1bef33668ed37cda4cf028b53,7b225f798eaa83b1bef33668ed37cda4cf028b53,2026-06-16T14:24:17-07:00,M144: implement plugin marketplace policy draft,no,checkpoint-m144,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m145,709e51485a1c2a8e44766a54cff754263991d568,709e51485a1c2a8e44766a54cff754263991d568,2026-06-16T14:49:19-07:00,M145: implement enterprise pro safety modes,no,checkpoint-m145,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m146,ec0982a8e5c6068a16520a42730f84f813eeb5c0,ec0982a8e5c6068a16520a42730f84f813eeb5c0,2026-06-16T15:12:45-07:00,M146: implement billing plan boundary,no,checkpoint-m146,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m147,52663525427a87184bbeeb3fa1c504162ee5e84a,52663525427a87184bbeeb3fa1c504162ee5e84a,2026-06-16T15:48:40-07:00,M147: implement public docs wiki readiness,no,checkpoint-m147,Preserve checkpoint tag; not a project SemVer release.
checkpoint-m148,f4c79f9a8478ad83b3e0bc7eac9d5db96c182051,f4c79f9a8478ad83b3e0bc7eac9d5db96c182051,2026-06-16T16:33:31-07:00,M148: implement external security review,no,checkpoint-m148,Preserve checkpoint tag; not a project SemVer release.
maintenance-2026-06-17-perf-logging,b51d844d1232403881067fda6fa288dd9463f056,a7d0931b886188fc971f22fefc8bd506cff20b6d,2026-06-16T20:23:09-07:00,perf: speed up verification and add debug logs,no,maintenance-2026-06-17-perf-logging,Non-SemVer operational/checkpoint tag preserved.
v1.2.0-alpha,d324afa690d11139283d21464b98a5918689edc5,f2c25bd1e784c02de0f09d7147e5e30e125be451,2026-06-17T22:31:18-07:00,Harden observability and governed access paths,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
checkpoint-m165,0ed88173c677cd96906b7ce8f85bdcfa2d8d2c4c,62fffd04925c9be64987b5637845913fa61c4209,2026-06-18T15:46:45-07:00,Complete local model management through M165,no,checkpoint-m165,Preserve checkpoint tag; not a project SemVer release.
capability-live-local-testing-20260618,a3d7f2c9d8b3a252c9dbfbbc8cbb703cd9460511,f14849227ad2d498a230ab055ffa90b64d43eba3,2026-06-18T16:23:39-07:00,Add live local capability coordinator,no,capability-live-local-testing-20260618,Non-SemVer operational/checkpoint tag preserved.
checkpoint-m166,e4969ab58f4f179745e167bec12f5dd8dda5a732,e4969ab58f4f179745e167bec12f5dd8dda5a732,2026-06-18T16:34:08-07:00,Add M166 production readiness gate,no,checkpoint-m166,Preserve checkpoint tag; not a project SemVer release.
task-decomposition-live-local-testing-20260618,0156a5f5f8d8fb90d90461fcb68ad47b721930c8,0156a5f5f8d8fb90d90461fcb68ad47b721930c8,2026-06-18T20:01:44-07:00,Merge M166 production readiness gate,yes,task-decomposition-live-local-testing-20260618,Non-SemVer operational/checkpoint tag preserved.
agents-productionization-lane-20260619,7f1cf72ab8c3eff916b38052c0814a4c4a8c4623,7f1cf72ab8c3eff916b38052c0814a4c4a8c4623,2026-06-18T20:08:56-07:00,Harden live readiness verification,no,agents-productionization-lane-20260619,Non-SemVer operational/checkpoint tag preserved.
live-readiness-verification-20260619,7f1cf72ab8c3eff916b38052c0814a4c4a8c4623,7f1cf72ab8c3eff916b38052c0814a4c4a8c4623,2026-06-18T20:08:56-07:00,Harden live readiness verification,yes,live-readiness-verification-20260619,Non-SemVer operational/checkpoint tag preserved.
checkpoint-m167,69ead9c24e844ed5dee3ed7a0a470f37c640a566,69ead9c24e844ed5dee3ed7a0a470f37c640a566,2026-06-18T20:28:38-07:00,Add M167 live model production hardening,no,checkpoint-m167,Preserve checkpoint tag; not a project SemVer release.
multi-agent-coordinator-live-ready-20260619,c63b6389a3c67cfadd9dac3692be819b0ddc6344,c63b6389a3c67cfadd9dac3692be819b0ddc6344,2026-06-18T20:31:26-07:00,Harden task decomposition approval path,no,multi-agent-coordinator-live-ready-20260619,Non-SemVer operational/checkpoint tag preserved.
contract-hardening-2026-06-19,fa1b51679590c7ba7a9743cc1f141f88165e4457,be99d1381d79febd8e60cd9a84f09b5848f6a857,2026-06-18T21:43:16-07:00,Harden contract-first milestone boundaries,no,contract-hardening-2026-06-19,Non-SemVer operational/checkpoint tag preserved.
checkpoint-m168,0a23824ea8da44ab3c3404ebfd1d16c40187b226,82f953d90a243c1dc0376131a642cfc52afdabc5,2026-06-19T06:35:41-07:00,Repair baseline currentness for UAA-P0-001,no,checkpoint-m168,Preserve checkpoint tag; not a project SemVer release.
v2.0.0,4e0623ad9e6e4292a01ee1f95e61acf27daecbd9,4e0623ad9e6e4292a01ee1f95e61acf27daecbd9,2026-06-19T07:41:40-07:00,Release v2.0.0 baseline currentness,no,preserve-old-tag; superseded by pre-1.0 map,Premature v1/v2 tag under repaired policy; preserve until explicit remote repair approval.
operator-runtime-p0-015-017-20260619,a58767f4c81f77f3ee1187a73f9dc21bb274e896,df496f38bc4c69432af0c9fd60bed5d8c9689200,2026-06-19T08:00:44-07:00,Complete local model readiness hardening,no,operator-runtime-p0-015-017-20260619,Non-SemVer operational/checkpoint tag preserved.
